3,4,5
6,8,10
5,12,13
9,12,15
8,15,17
12,16,20
7,24,25
15,20,25
10,24,26
20,21,29
18,24,30
16,30,34
21,28,35
12,35,37
15,36,39
24,32,40
9,40,41
27,36,45
14,48,50
30,40,50
24,45,51
20,48,52
28,45,53
33,44,55
40,42,58
36,48,60
11,60,61
16,63,65
25,60,65
33,56,65
39,52,65
32,60,68
42,56,70
48,55,73
24,70,74
21,72,75
45,60,75
30,72,78
48,64,80
18,80,82
13,84,85
36,77,85
40,75,85
51,68,85
60,63,87
39,80,89
54,72,90
35,84,91
57,76,95
65,72,97
28,96,100
60,80,100
20,99,101
48,90,102
40,96,104
63,84,105
56,90,106
60,91,109
66,88,110
36,105,111
15,112,113
69,92,115
80,84,116
45,108,117
56,105,119
72,96,120
22,120,122
27,120,123
35,120,125
44,117,125
75,100,125
32,126,130
50,120,130
66,112,130
78,104,130
81,108,135
64,120,136
88,105,137
84,112,140
55,132,143
17,144,145
24,143,145
87,116,145
100,105,145
96,110,146
48,140,148
51,140,149
42,144,150
90,120,150
72,135,153
93,124,155
60,144,156
85,132,157
84,135,159
96,128,160
36,160,164
99,132,165
65,156,169
119,120,169
26,168,170
72,154,170
80,150,170
102,136,170
52,165,173
120,126,174
49,168,175
105,140,175
78,160,178
108,144,180
19,180,181
70,168,182
33,180,183
57,176,185
60,175,185
104,153,185
111,148,185
88,165,187
114,152,190
95,168,193
130,144,194
48,189,195
75,180,195
99,168,195
117,156,195
28,195,197
56,192,200
120,160,200
40,198,202
140,147,203
96,180,204
45,200,205
84,187,205
123,164,205
133,156,205
80,192,208
126,168,210
112,180,212
129,172,215
120,182,218
144,165,219
132,176,220
21,220,221
85,204,221
104,195,221
140,171,221
72,210,222
63,216,225
135,180,225
30,224,226
60,221,229
138,184,230
160,168,232
105,208,233
90,216,234
141,188,235
112,210,238
144,192,240
120,209,241
44,240,244
147,196,245
54,240,246
95,228,247
70,240,250
88,234,250
150,200,250
39,252,255
108,231,255
120,225,255
153,204,255
32,255,257
84,245,259
64,252,260
100,240,260
132,224,260
156,208,260
180,189,261
23,264,265
96,247,265
140,225,265
159,212,265
117,240,267
69,260,269
162,216,270
128,240,272
105,252,273
176,210,274
77,264,275
165,220,275
115,252,277
168,224,280
160,231,281
171,228,285
110,264,286
63,280,287
136,255,289
161,240,289
34,288,290
48,286,290
174,232,290
200,210,290
195,216,291
192,220,292
68,285,293
177,236,295
96,280,296
102,280,298
115,276,299
84,288,300
180,240,300
60,297,303
55,300,305
136,273,305
183,244,305
207,224,305
144,270,306
186,248,310
120,288,312
25,312,313
170,264,314
189,252,315
75,308,317
168,270,318
220,231,319
192,256,320
152,285,323
36,323,325
80,315,325
91,312,325
125,300,325
165,280,325
195,260,325
204,253,325
180,273,327
72,320,328
198,264,330
108,315,333
201,268,335
175,288,337
130,312,338
238,240,338
45,336,339
52,336,340
144,308,340
160,300,340
204,272,340
207,276,345
104,330,346
240,252,348
180,299,349
98,336,350
210,280,350
135,324,351
225,272,353
213,284,355
156,320,356
168,315,357
216,288,360
38,360,362
140,336,364
27,364,365
76,357,365
219,292,365
240,275,365
66,360,366
81,360,369
114,352,370
120,350,370
208,306,370
222,296,370
196,315,371
252,275,373
176,330,374
105,360,375
132,351,375
225,300,375
135,352,377
145,348,377
152,345,377
260,273,377
228,304,380
231,308,385
190,336,386
260,288,388
189,340,389
96,378,390
150,360,390
198,336,390
234,312,390
184,345,391
56,390,394
237,316,395
228,325,397
112,384,400
240,320,400
40,399,401
155,372,403
80,396,404
243,324,405
280,294,406
132,385,407
192,360,408
120,391,409
90,400,410
168,374,410
246,328,410
266,312,410
264,315,411
249,332,415
160,384,416
252,336,420
29,420,421
224,360,424
65,420,425
87,416,425
119,408,425
180,385,425
200,375,425
255,340,425
297,304,425
77,420,427
165,396,429
258,344,430
145,408,433
51,432,435
72,429,435
261,348,435
300,315,435
240,364,436
288,330,438
264,352,440
42,440,442
170,408,442
208,390,442
280,342,442
144,420,444
84,437,445
195,400,445
203,396,445
267,356,445
153,420,447
280,351,449
126,432,450
270,360,450
99,440,451
60,448,452
112,441,455
175,420,455
231,392,455
273,364,455
168,425,457
120,442,458
216,405,459
276,368,460
261,380,461
320,336,464
279,372,465
210,416,466
180,432,468
282,376,470
255,396,471
133,456,475
285,380,475
224,420,476
252,405,477
288,384,480
31,480,481
156,455,481
185,444,481
319,360,481
240,418,482
44,483,485
93,476,485
291,388,485
325,360,485
88,480,488
294,392,490
108,480,492
132,475,493
155,468,493
232,435,493
340,357,493
190,456,494
297,396,495
140,480,500
176,468,500
300,400,500
100,495,505
217,456,505
303,404,505
336,377,505
195,468,507
357,360,507
220,459,509
78,504,510
216,462,510
240,450,510
306,408,510
336,385,511
64,510,514
309,412,515
168,490,518
156,495,519
128,504,520
200,480,520
264,448,520
312,416,520
279,440,521
360,378,522
147,504,525
315,420,525
248,465,527
46,528,530
192,494,530
280,450,530
318,424,530
92,525,533
117,520,533
205,492,533
308,435,533
234,480,534
321,428,535
138,520,538
324,432,540
341,420,541
57,540,543
256,480,544
33,544,545
184,513,545
300,455,545
327,436,545
210,504,546
352,420,548
99,540,549
154,528,550
330,440,550
380,399,551
230,504,554
171,528,555
180,525,555
312,459,555
333,444,555
165,532,557
215,516,559
336,448,560
264,495,561
320,462,562
75,560,565
276,493,565
339,452,565
396,403,565
231,520,569
342,456,570
220,528,572
126,560,574
161,552,575
345,460,575
48,575,577
272,510,578
322,480,578
285,504,579
68,576,580
96,572,580
348,464,580
400,420,580
390,432,582
308,495,583
384,440,584
144,567,585
225,540,585
297,504,585
351,468,585
136,570,586
354,472,590
84,585,591
192,560,592
368,465,593
91,588,595
252,539,595
280,525,595
357,476,595
204,560,596
230,552,598
168,576,600
360,480,600
240,551,601
363,484,605
120,594,606
420,441,609
110,600,610
272,546,610
366,488,610
414,448,610
235,564,611
288,540,612
35,612,613
135,600,615
252,561,615
369,492,615
399,468,615
105,608,617
372,496,620
273,560,623
240,576,624
175,600,625
220,585,625
336,527,625
375,500,625
50,624,626
340,528,628
100,621,629
204,595,629
296,555,629
429,460,629
378,504,630
150,616,634
381,508,635
336,540,636
245,588,637
440,462,638
384,512,640
200,609,641
387,516,645
304,570,646
72,646,650
160,630,650
182,624,650
250,600,650
330,560,650
390,520,650
408,506,650
315,572,653
360,546,654
393,524,655
144,640,656
432,495,657
396,528,660
300,589,661
63,660,663
255,612,663
312,585,663
420,513,663
399,532,665
216,630,666
460,483,667
402,536,670
121,660,671
385,552,673
350,576,674
189,648,675
405,540,675
260,624,676
476,480,676
52,675,677
90,672,678
455,504,679
104,672,680
288,616,680
320,600,680
408,544,680
37,684,685
156,667,685
411,548,685
440,525,685
180,663,687
111,680,689
265,636,689
364,585,689
400,561,689
414,552,690
208,660,692
417,556,695
480,504,696
153,680,697
185,672,697
328,615,697
455,528,697
360,598,698
315,624,699
196,672,700
420,560,700
260,651,701
270,648,702
228,665,703
423,564,705
450,544,706
140,693,707
259,660,709
426,568,710
312,640,712
336,630,714
176,693,715
275,660,715
363,616,715
429,572,715
432,576,720
360,627,723
76,720,724
85,720,725
120,715,725
203,696,725
333,644,725
364,627,725
435,580,725
500,525,725
280,672,728
54,728,730
152,714,730
438,584,730
480,550,730
344,645,731
132,720,732
108,725,733
441,588,735
162,720,738
228,704,740
240,700,740
416,612,740
444,592,740
285,684,741
392,630,742
216,713,745
255,700,745
407,624,745
447,596,745
504,550,746
352,660,748
210,720,750
264,702,750
450,600,750
270,704,754
290,696,754
304,690,754
520,546,754
453,604,755
468,595,757
456,608,760
39,760,761
420,637,763
117,756,765
324,693,765
360,675,765
459,612,765
295,708,767
481,600,769
462,616,770
96,765,771
380,672,772
195,748,773
217,744,775
465,620,775
520,576,776
252,735,777
378,680,778
171,760,779
192,756,780
300,720,780
396,672,780
468,624,780
368,690,782
540,567,783
56,783,785
273,736,785
425,660,785
471,628,785
112,780,788
474,632,790
105,784,791
143,780,793
168,775,793
305,732,793
432,665,793
456,650,794
69,792,795
288,741,795
420,675,795
477,636,795
555,572,797
376,705,799
224,768,800
480,640,800
351,720,801
80,798,802
528,605,803
483,644,805
310,744,806
207,780,807
160,792,808
280,759,809
486,648,810
560,588,812
264,770,814
489,652,815
384,720,816
240,782,818
315,756,819
180,800,820
336,748,820
492,656,820
532,624,820
429,700,821
528,630,822
231,792,825
495,660,825
540,629,829
498,664,830
345,756,831
320,768,832
392,735,833
501,668,835
504,672,840
41,840,841
580,609,841
58,840,842
480,693,843
116,837,845
123,836,845
208,819,845
325,780,845
429,728,845
507,676,845
595,600,845
448,720,848
130,840,850
174,832,850
238,816,850
360,770,850
400,750,850
510,680,850
594,608,850
276,805,851
205,828,853
154,840,854
513,684,855
232,825,857
330,792,858
516,688,860
189,840,861
260,825,865
287,816,865
504,703,865
519,692,865
290,816,866
408,765,867
483,720,867
102,864,870
144,858,870
522,696,870
600,630,870
335,804,871
480,728,872
585,648,873
245,840,875
308,819,875
525,700,875
576,660,876
348,805,877
204,855,879
528,704,880
369,800,881
84,880,884
340,816,884
416,780,884
560,684,884
531,708,885
288,840,888
168,874,890
390,800,890
406,792,890
534,712,890
306,840,894
537,716,895
345,828,897
560,702,898
620,651,899
252,864,900
540,720,900
60,899,901
424,795,901
451,780,901
476,765,901
198,880,902
120,896,904
95,900,905
464,777,905
543,724,905
616,663,905
180,891,909
224,882,910
350,840,910
462,784,910
546,728,910
336,850,914
165,900,915
408,819,915
549,732,915
621,672,915
240,884,916
432,810,918
552,736,920
522,760,922
355,852,923
43,924,925
259,888,925
285,880,925
300,875,925
520,765,925
533,756,925
555,740,925
640,672,928
129,920,929
558,744,930
420,832,932
143,924,935
396,847,935
440,825,935
561,748,935
360,864,936
215,912,937
75,936,939
564,752,940
580,741,941
510,792,942
207,920,943
567,756,945
301,900,949
365,876,949
420,851,949
624,715,949
266,912,950
570,760,950
225,924,951
448,840,952
615,728,953
504,810,954
573,764,955
660,693,957
616,735,959
576,768,960
62,960,962
312,910,962
370,888,962
638,720,962
480,836,964
124,957,965
387,884,965
475,840,965
579,772,965
456,855,969
88,966,970
186,952,970
582,776,970
650,720,970
108,969,975
240,945,975
273,936,975
375,900,975
495,840,975
585,780,975
612,759,975
176,960,976
248,945,977
429,880,979
588,784,980
540,819,981
216,960,984
140,975,985
473,864,985
591,788,985
696,697,985
264,950,986
310,936,986
464,870,986
680,714,986
380,912,988
594,792,990
597,796,995
372,925,997
324,945,999
280,960,1000
352,936,1000
600,800,1000
385,924,1001
472,885,1003
603,804,1005
532,855,1007
559,840,1009
200,990,1010
434,912,1010
606,808,1010
672,754,1010
525,864,1011
45,1012,1013
390,936,1014
714,720,1014
119,1008,1015
168,1001,1015
609,812,1015
700,735,1015
135,1008,1017
440,918,1018
156,1008,1020
432,924,1020
480,900,1020
612,816,1020
660,779,1021
672,770,1022
64,1023,1025
225,1000,1025
287,984,1025
420,935,1025
496,897,1025
615,820,1025
665,780,1025
395,948,1027
128,1020,1028
618,824,1030
192,1015,1033
621,828,1035
336,980,1036
187,1020,1037
315,988,1037
488,915,1037
645,812,1037
312,990,1038
256,1008,1040
400,960,1040
528,896,1040
624,832,1040
558,880,1042
357,980,1043
720,756,1044
627,836,1045
540,897,1047
320,999,1049
294,1008,1050
630,840,1050
405,972,1053
496,930,1054
633,844,1055
675,816,1059
92,1056,1060
384,988,1060
560,900,1060
636,848,1060
620,861,1061
639,852,1065
184,1050,1066
234,1040,1066
410,984,1066
616,870,1066
715,792,1067
468,960,1068
731,780,1069
642,856,1070
504,945,1071
348,1015,1073
448,975,1073
495,952,1073
740,777,1073
301,1032,1075
645,860,1075
276,1040,1076
415,996,1079
648,864,1080
682,840,1082
651,868,1085
114,1080,1086
512,960,1088
66,1088,1090
368,1026,1090
600,910,1090
654,872,1090
420,1008,1092
132,1085,1093
81,1092,1095
228,1071,1095
657,876,1095
720,825,1095
704,840,1096
585,928,1097
198,1080,1098
595,924,1099
308,1056,1100
660,880,1100
760,798,1102
47,1104,1105
105,1100,1105
169,1092,1105
264,1073,1105
272,1071,1105
425,1020,1105
468,1001,1105
520,975,1105
561,952,1105
576,943,1105
663,884,1105
700,855,1105
744,817,1105
243,1080,1107
460,1008,1108
141,1100,1109
342,1056,1110
360,1050,1110
624,918,1110
666,888,1110
220,1089,1111
588,945,1113
330,1064,1114
669,892,1115
235,1092,1117
430,1032,1118
756,825,1119
672,896,1120
528,990,1122
640,924,1124
315,1080,1125
396,1053,1125
675,900,1125
329,1080,1129
150,1120,1130
552,986,1130
678,904,1130
792,806,1130
405,1056,1131
435,1044,1131
456,1035,1131
780,819,1131
681,908,1135
462,1040,1138
536,1005,1139
684,912,1140
440,1056,1144
300,1105,1145
423,1064,1145
687,916,1145
704,903,1145
372,1085,1147
252,1120,1148
322,1104,1150
690,920,1150
528,1025,1153
96,1150,1154
693,924,1155
544,1020,1156
644,960,1156
68,1155,1157
445,1068,1157
507,1040,1157
765,868,1157
570,1008,1158
209,1140,1159
136,1152,1160
192,1144,1160
696,928,1160
800,840,1160
780,864,1164
204,1147,1165
517,1044,1165
525,1040,1165
699,932,1165
616,990,1166
567,1020,1167
768,880,1168
288,1134,1170
450,1080,1170
594,1008,1170
702,936,1170
272,1140,1172
552,1035,1173
329,1128,1175
705,940,1175
708,944,1180
340,1131,1181
168,1170,1182
455,1092,1183
833,840,1183
384,1120,1184
711,948,1185
736,930,1186
261,1160,1189
611,1020,1189
660,989,1189
820,861,1189
182,1176,1190
504,1078,1190
560,1050,1190
714,952,1190
684,975,1191
408,1120,1192
832,855,1193
717,956,1195
460,1104,1196
660,1001,1199
336,1152,1200
720,960,1200
49,1200,1201
480,1102,1202
120,1197,1203
147,1196,1205
476,1107,1205
600,1045,1205
723,964,1205
568,1065,1207
465,1116,1209
726,968,1210
364,1155,1211
240,1188,1212
245,1188,1213
729,972,1215
705,992,1217
840,882,1218
644,1035,1219
220,1200,1220
544,1092,1220
732,976,1220
828,896,1220
396,1155,1221
470,1128,1222
576,1080,1224
343,1176,1225
735,980,1225
70,1224,1226
360,1173,1227
140,1221,1229
270,1200,1230
504,1122,1230
738,984,1230
798,936,1230
792,945,1233
210,1216,1234
304,1197,1235
475,1140,1235
627,1064,1235
741,988,1235
612,1075,1237
744,992,1240
280,1209,1241
441,1160,1241
584,1095,1241
816,935,1241
165,1232,1243
747,996,1245
546,1120,1246
860,903,1247
480,1152,1248
799,960,1249
350,1200,1250
440,1170,1250
672,1054,1250
750,1000,1250
100,1248,1252
753,1004,1255
680,1056,1256
200,1242,1258
408,1190,1258
592,1110,1258
858,920,1258
756,1008,1260
420,1189,1261
485,1164,1261
539,1140,1261
845,936,1261
87,1260,1263
759,1012,1265
133,1260,1267
300,1232,1268
762,1016,1270
279,1240,1271
672,1080,1272
490,1176,1274
195,1260,1275
261,1248,1275
357,1224,1275
540,1155,1275
600,1125,1275
765,1020,1275
891,912,1275
880,924,1276
748,1035,1277
768,1024,1280
231,1260,1281
400,1218,1282
160,1275,1285
637,1116,1285
771,1028,1285
893,924,1285
495,1188,1287
560,1161,1289
774,1032,1290
608,1140,1292
399,1232,1295
420,1225,1295
728,1071,1295
777,1036,1295
72,1295,1297
435,1224,1299
144,1292,1300
320,1260,1300
364,1248,1300
500,1200,1300
660,1120,1300
780,1040,1300
816,1012,1300
51,1300,1301
153,1296,1305
216,1287,1305
783,1044,1305
900,945,1305
630,1144,1306
720,1092,1308
616,1155,1309
786,1048,1310
288,1280,1312
255,1288,1313
260,1287,1313
505,1212,1313
735,1088,1313
864,990,1314
789,1052,1315
792,1056,1320
360,1271,1321
600,1178,1322
115,1320,1325
357,1276,1325
371,1272,1325
480,1235,1325
700,1125,1325
795,1060,1325
884,987,1325
126,1320,1326
510,1224,1326
624,1170,1326
840,1026,1326
798,1064,1330
432,1260,1332
920,966,1334
252,1311,1335
585,1200,1335
609,1188,1335
801,1068,1335
515,1236,1339
804,1072,1340
459,1260,1341
242,1320,1342
632,1185,1343
345,1300,1345
504,1247,1345
807,1076,1345
833,1056,1345
770,1104,1346
840,1053,1347
700,1152,1348
378,1296,1350
810,1080,1350
665,1176,1351
520,1248,1352
952,960,1352
297,1320,1353
104,1350,1354
813,1084,1355
180,1344,1356
910,1008,1358
208,1344,1360
576,1232,1360
640,1200,1360
816,1088,1360
561,1240,1361
940,987,1363
336,1323,1365
525,1260,1365
693,1176,1365
819,1092,1365
444,1295,1369
840,1081,1369
74,1368,1370
312,1334,1370
822,1096,1370
880,1050,1370
504,1275,1371
148,1365,1373
360,1326,1374
385,1320,1375
484,1287,1375
825,1100,1375
648,1215,1377
222,1360,1378
530,1272,1378
728,1170,1378
800,1122,1378
196,1365,1379
828,1104,1380
931,1020,1381
783,1140,1383
416,1320,1384
296,1353,1385
575,1260,1385
663,1216,1385
831,1108,1385
912,1045,1387
834,1112,1390
535,1284,1391
960,1008,1392
306,1360,1394
370,1344,1394
656,1230,1394
910,1056,1394
837,1116,1395
720,1196,1396
630,1248,1398
392,1344,1400
